# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 07:53:06 2025
#
# CONSTRAINT:  where (ml_modeldef like '1')
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag [Jupiter mass]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag [Earth mass]
# COLUMN pl_orbsmax:     Planet-star Projected Semi-major Axis [au]
# COLUMN pl_orbsmaxerr1: Planet-star Projected Semi-major Axis Upper Unc.
# COLUMN pl_orbsmaxerr2: Planet-star Projected Semi-major Axis Lower Unc.
# COLUMN pl_orbsmaxlim:  Planet-star Projected Semi-major Axis Limit Flag
# COLUMN st_mass:        Lens Mass [Solar mass]
# COLUMN st_masserr1:    Lens Mass Upper Unc.
# COLUMN st_masserr2:    Lens Mass Lower Unc.
# COLUMN st_masslim:     Lens Mass Limit Flag
# COLUMN sy_dist:        Lens Distance [pc]
# COLUMN sy_disterr1:    Lens Distance Upper Unc.
# COLUMN sy_disterr2:    Lens Distance Lower Unc.
# COLUMN sy_distlim:     Lens Distance Limit Flag
# COLUMN ml_dists:       Source Distance [pc]
# COLUMN ml_distserr1:   Source Distance Upper Unc.
# COLUMN ml_distserr2:   Source Distance Lower Unc.
# COLUMN ml_distslim:    Source Distance Limit Flag
# COLUMN ml_tsepmin:     Time of Lens-source Minimum Separation [days]
# COLUMN ml_tsepminerr1: Time of Lens-source Minimum Separation Upper Unc.
# COLUMN ml_tsepminerr2: Time of Lens-source Minimum Separation Lower Unc.
# COLUMN ml_tsepminlim:  Time of Lens-source Minimum Separation Limit Flag
# COLUMN ml_sepminnorm:  Normalized Lens-source Minimum Separation
# COLUMN ml_sepminnormerr1: Normalized Lens-source Minimum Separation Upper Unc.
# COLUMN ml_sepminnormerr2: Normalized Lens-source Minimum Separation Lower Unc.
# COLUMN ml_sepminnormlim: Normalized Lens-source Minimum Separation Limit Flag
# COLUMN ml_xtimeein:    Einstein Crossing Time [days]
# COLUMN ml_xtimeeinerr1: Einstein Crossing Time Upper Unc.
# COLUMN ml_xtimeeinerr2: Einstein Crossing Time Lower Unc.
# COLUMN ml_xtimeeinlim: Einstein Crossing Time Limit Flag
# COLUMN ml_radsnorm:    Normalized Source Angular Radius (10^-3)
# COLUMN ml_radsnormerr1: Normalized Angular Radius Upper Unc.
# COLUMN ml_radsnormerr2: Normalized Angular Radius Lower Unc.
# COLUMN ml_radsnormlim: Normalized Angular Radius Limit Flag
# COLUMN ml_sepinsnorp:  Instantaneous Planet-star Projected and Normalized Separation
# COLUMN ml_sepinsnorperr1: Instantaneous Planet-star Projected and Normalized Separation Upper Unc.
# COLUMN ml_sepinsnorperr2: Instantaneous Planet-star Projected and Normalized Separation Lower Unc.
# COLUMN ml_sepinsnorplim: Instantaneous Planet-star Projected and Normalized Separation Limit Flag
# COLUMN ml_massratio:   Planet-star Mass Ratio (10^-4)
# COLUMN ml_massratioerr1: Planet-star Mass Ratio Upper Unc.
# COLUMN ml_massratioerr2: Planet-star Mass Ratio Lower Unc.
# COLUMN ml_massratiolim: Planet-star Mass Ratio Limit Flag
# COLUMN ml_angstlax:    Source Trajectory-lens Axis Angle [rad]
# COLUMN ml_angstlaxerr1: Source Trajectory-lens Axis Angle Upper Unc.
# COLUMN ml_angstlaxerr2: Source Trajectory-lens Axis Angle Lower Unc.
# COLUMN ml_angstlaxlim: Source Trajectory-lens Axis Angle Limit Flag
# COLUMN ml_magis:       Source I-band [mag]
# COLUMN ml_magiserr1:   Source I-band Upper Unc.
# COLUMN ml_magiserr2:   Source I-band Lower Unc.
# COLUMN ml_magislim:    Source I-band Limit Flag
# COLUMN ml_magibl:      Blend I-band [mag]
# COLUMN ml_magiblerr1:  Blend I-band Upper Unc.
# COLUMN ml_magiblerr2:  Blend I-band Lower Unc.
# COLUMN ml_magibllim:   Blend I-band Limit Flag
# COLUMN ml_radeinang:   Angular Einstein Radius [mas]
# COLUMN ml_radeinangerr1: Angular Einstein Radius Upper Unc.
# COLUMN ml_radeinangerr2: Angular Einstein Radius Lower Unc.
# COLUMN ml_radeinanglim: Angular Einstein Radius Limit Flag
# COLUMN ml_pmrells:     Lens-source Relative Proper Motion [mas/yr]
# COLUMN ml_pmrellserr1: Lens-source Relative Proper Motion Upper Unc.
# COLUMN ml_pmrellserr2: Lens-source Relative Proper Motion Lower Unc.
# COLUMN ml_pmrellslim:  Lens-source Relative Proper Motion Limit Flag
# COLUMN ml_modeldef:    Default Model
# COLUMN htmllink:       Reference
#
pl_name,rastr,ra,decstr,dec,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef,htmllink
TCP J05074264+2447555 b,05h07m42.72s,76.928000,+24d47m56.26s,24.798961,0.06292704,0.00629270,-0.00629270,0,20.00000000,2.00000000,-2.00000000,0,0.94000000,0.09000000,-0.09000000,0,0.58600000,0.03300000,-0.03300000,0,505.00000000,47.00000000,-47.00000000,0,800.00000000,130.00000000,-130.00000000,0,2458058.74030000,0.00740000,-0.00740000,0,0.08935000,0.00038000,-0.00038000,0,27.25000000,0.09000000,-0.09000000,0,4.56700000,0.07100000,-0.07100000,0,0.98730000,0.00180000,-0.00180000,0,1.02700000,0.07800000,-0.08400000,0,4.76040000,0.00280000,-0.00280000,0,,,,,,,,,1.89000000,0.03200000,-0.03200000,0,,,,,1,<a refstr=FUKUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..206F/abstract target=ref>Fukui et al. 2019</a>
KMT-2017-BLG-1038L b,17h44m41.02s,266.170917,-25d08m34.91s,-25.143031,2.00000000,2.00000000,-1.10000000,0,640.00000000,640.00000000,-350.00000000,0,1.80000000,0.60000000,-0.50000000,0,0.37000000,0.36000000,-0.20000000,0,6000.00000000,1300.00000000,-1700.00000000,0,,,,,2457992.82900000,0.08800000,-0.07100000,0,0.17200000,0.00700000,-0.00600000,0,21.90000000,0.70000000,-0.60000000,0,4.00000000,,,1,0.85100000,0.00300000,-0.00300000,0,53.00000000,2.00000000,-4.00000000,0,5.39600000,0.01800000,0.01900000,0,,,,,,,,,,,,,6.10000000,2.30000000,-1.90000000,0,1,<a refstr=SHIN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..146S/abstract target=ref>Shin et al. 2019</a>
KMT-2021-BLG-2294L b,18h00m14.98s,270.062417,-28d36m44.78s,-28.612439,0.07000000,0.10000000,-0.04000000,0,22.24798849,31.78284070,-12.71313628,0,1.15000000,0.20000000,-0.20000000,0,0.14000000,0.20000000,-0.07000000,0,6800.00000000,970.00000000,-1080.00000000,0,,,,,2459452.55800000,0.00100000,-0.00100000,0,0.00600000,0.00100000,-0.00100000,0,7.14400000,0.25800000,-0.25800000,0,3.00000000,1.00000000,-1.00000000,0,1.06200000,0.01000000,-0.01000000,0,5.59000000,0.40000000,-0.40000000,0,4.77700000,0.00500000,-0.00500000,0,20.72000000,0.01000000,-0.01000000,0,,,,,0.15000000,0.02000000,-0.02000000,0,7.69000000,0.81000000,-0.78000000,0,1,<a refstr=SHIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220903886S/abstract target=ref>Shin et al. 2022</a>
KMT-2016-BLG-2397L b,17h44m51.01s,266.212542,-23d12m04.97s,-23.201381,2.63000000,1.18000000,-1.23000000,0,836.00000000,375.00000000,-391.00000000,0,3.64000000,1.22000000,-1.61000000,0,0.64000000,0.29000000,-0.30000000,0,4880.00000000,1650.00000000,-2180.00000000,0,,,,,2457549.65100000,0.05000000,-0.05000000,0,0.04100000,0.00600000,-0.00600000,0,58.32000000,8.10000000,-8.10000000,0,0.00150000,,,1,1.14800000,0.01500000,-0.01500000,0,39.50000000,0.92000000,-0.92000000,0,4.40900000,0.02000000,-0.02000000,0,21.76000000,0.01000000,-0.01000000,0,,,,,0.24000000,,,-1,1.66000000,,,-1,1,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.110H/abstract target=ref>Han et al. 2020</a>
OGLE-2005-BLG-169L b,18h06m05.32s,271.522167,-30d43m57.5s,-30.732639,0.04440000,0.00300000,-0.00300000,0,14.10000000,0.90000000,-0.90000000,0,3.50000000,0.30000000,-0.30000000,0,0.69000000,0.02000000,-0.02000000,0,4100.00000000,400.00000000,-400.00000000,0,,,,,2453491.87840000,0.00010000,-0.00010000,0,0.00125000,0.00000400,-0.00000400,0,42.50000000,1.40000000,-1.40000000,0,,,,,1.00100000,0.01800000,-0.01800000,0,0.61500000,0.30000000,-0.30000000,0,1.60000000,0.03000000,-0.03000000,0,20.58000000,0.04000000,-0.04000000,0,,,,,0.84800000,0.02700000,-0.02700000,0,7.29000000,0.15000000,-0.15000000,0,1,<a refstr=BENNETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..169B/abstract target=ref>Bennett et al. 2015</a>
OGLE-2013-BLG-0132L b,17h59m03.51s,269.764618,-28d25m15.7s,-28.421028,0.29000000,0.16000000,-0.13000000,0,92.00000000,51.00000000,-41.00000000,0,3.60000000,1.40000000,-1.20000000,0,0.54000000,0.30000000,-0.23000000,0,3900.00000000,1500.00000000,-1300.00000000,0,,,,,2456370.15600000,0.06400000,-0.06400000,0,0.18400000,0.00500000,-0.00500000,0,36.99000000,0.77000000,-0.77000000,0,1.00000000,0.10000000,-0.10000000,0,1.15000000,0.00400000,-0.00400000,0,5.15000000,0.28000000,-0.28000000,0,0.82100000,0.00800000,-0.00800000,0,19.37000000,0.03000000,-0.03000000,0,,,,,0.81000000,0.12000000,-0.12000000,0,8.00000000,1.30000000,-1.30000000,0,1,<a refstr=MR_OACUTE_Z_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..205M/abstract target=ref>Mr&oacute;z et al. 2017</a>
KMT-2019-BLG-0297L b,18h00m15.19s,270.063292,-28d57m55.01s,-28.965281,19.00000000,8.00000000,-7.00000000,0,6038.73973300,2542.62725600,-2224.79884900,0,0.96000000,0.24000000,-0.21000000,0,0.21000000,0.09000000,-0.07000000,0,3090.00000000,760.00000000,-680.00000000,0,,,,,2458587.41300000,0.00800000,-0.00800000,0,0.00420000,0.00030000,-0.00030000,0,35.33000000,0.77000000,-0.77000000,0,1.04600000,0.02900000,-0.02900000,0,0.52800000,0.00400000,-0.00400000,0,860.00000000,30.00000000,-30.00000000,0,2.56800000,0.00500000,-0.00500000,0,20.37100000,0.00200000,-0.00200000,0,,,,,0.60000000,0.04000000,-0.04000000,0,6.93000000,0.51000000,-0.51000000,0,1,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>
MOA-2007-BLG-400L b,18h09m41.980s,272.424917,-29d13m26.95s,-29.224153,1.70000000,0.26000000,-0.26000000,0,540.30829190,82.63538582,-82.63538582,0,5.90000000,0.70000000,-0.70000000,0,0.69000000,0.04000000,-0.04000000,0,6890.00000000,770.00000000,-770.00000000,0,,,,,2454354.53100000,0.00830000,-0.00830000,0,-0.00425000,0.00080000,-0.00080000,0,13.39000000,0.37000000,-0.37000000,0,,,,,2.72000000,0.14000000,-0.14000000,0,23.10000000,2.80000000,-2.80000000,0,-0.81200000,0.03000000,-0.03000000,0,18.39000000,0.03000000,-0.03000000,0,,,,,0.32200000,0.01000000,-0.01000000,0,8.77000000,0.13000000,-0.13000000,0,1,<a refstr=BHATTACHARYA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...60B/abstract target=ref>Bhattacharya et al. 2021</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.11000000,0.03000000,-0.02000000,0,35.00000000,10.00000000,-6.00000000,0,2.60000000,0.30000000,-0.50000000,0,0.57000000,0.06000000,-0.10000000,0,2600.00000000,500.00000000,-700.00000000,0,,,,,2456151.47000000,0.03000000,-0.03000000,0,0.10100000,0.00300000,-0.00300000,0,68.40000000,1.50000000,-1.50000000,0,3.20000000,,,1,0.89500000,0.00400000,-0.00700000,0,1.90000000,0.50000000,-0.10000000,0,5.08100000,0.00600000,-0.00600000,0,19.29000000,0.03000000,-0.03000000,0,,,,,1.09000000,0.16000000,-0.10000000,0,5.80000000,0.80000000,-0.60000000,0,1,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
KMT-2023-BLG-1431L b,18h04m44.05s,271.183542,-29d44m38.11s,-29.743919,0.04279039,0.02611472,-0.02170983,0,13.60000000,8.30000000,-6.90000000,0,3.20000000,0.70000000,-0.80000000,0,0.57000000,0.33000000,-0.29000000,0,6800.00000000,800.00000000,-1800.00000000,0,,,,,2460138.73500000,0.00100000,-0.00100000,0,0.01230000,0.00020000,-0.00020000,0,30.40000000,0.30000000,-0.30000000,0,1.86000000,0.38000000,-0.38000000,0,1.18400000,0.01800000,-0.01800000,0,0.72900000,0.07300000,-0.07300000,0,3.79940000,0.00280000,-0.00280000,0,18.74900000,0.01400000,-0.01400000,0,,,,,0.43300000,0.09000000,-0.09000000,0,5.20000000,1.08000000,-1.08000000,0,1,<a refstr=BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024PASP..136e4402B/abstract target=ref>Bell et al. 2024</a>
KMT-2016-BLG-0212L b,17h53m45.42s,268.439250,-29d05m12.80s,-29.086889,18.00000000,20.00000000,-11.00000000,0,5700.00000000,6000.00000000,-3500.00000000,0,2.20000000,0.70000000,-0.70000000,0,0.48000000,0.38000000,-0.26000000,0,6300.00000000,1100.00000000,-1600.00000000,0,,,,,2457463.05200000,0.24900000,-0.24900000,0,0.32800000,0.01300000,-0.01300000,0,26.61600000,0.88000000,-0.88000000,0,1.19200000,0.20700000,-0.20700000,0,0.82900000,0.00700000,-0.00700000,0,368.00000000,61.00000000,-61.00000000,0,3.13100000,0.06000000,-0.06000000,0,20.69000000,0.07000000,-0.07000000,0,,,,,0.42000000,0.13000000,-0.13000000,0,8.10000000,2.50000000,-2.50000000,0,1,<a refstr=HWANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018JKAS...51..197H/abstract target=ref>Hwang et al. 2018</a>
OGLE-2019-BLG-0249L b,17h41m36.84s,265.403500,-34d42m06.30s,-34.701750,7.12000000,1.47000000,-1.47000000,0,2262.93825784,467.20775829,-467.20775829,0,1.84000000,0.44000000,-0.44000000,0,0.91000000,0.19000000,-0.19000000,0,6370.00000000,820.00000000,-820.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.47000000,0.01000000,-0.01000000,0,,,,,,,,,,,,,1,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>
Gaia22dkvL b,10h07m04.56s,151.769000,-66d10m51.20s,-66.180889,0.59100000,0.15200000,-0.05200000,0,187.83658854,48.30991786,-16.52707716,0,1.40000000,0.77000000,-0.34000000,0,1.14500000,0.15500000,-0.07800000,0,1270.00000000,430.00000000,-250.00000000,0,2120.00000000,2590.00000000,-650.00000000,0,2459894.96000000,0.04000000,-0.03000000,0,0.20800000,0.00400000,-0.00400000,0,177.00000000,2.60000000,-2.80000000,0,20.40000000,,,1,0.63800000,0.00300000,-0.00400000,0,5.10000000,0.31000000,-0.31000000,0,-0.24600000,0.00900000,-0.00900000,0,,,,,,,,,1.71000000,0.28000000,-0.12000000,0,,,,,1,<a refstr=WU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...62W/abstract target=ref>Wu et al. 2024</a>
KMT-2017-BLG-0165L b,17h58m35.92s,269.649667,-28d08m01.21s,-28.133669,0.11000000,0.05000000,-0.04000000,0,34.00000000,15.00000000,-12.00000000,0,3.45000000,0.98000000,-0.95000000,0,0.76000000,0.34000000,-0.27000000,0,4530.00000000,1040.00000000,-980.00000000,0,,,,,2457853.71000000,0.06700000,-0.06700000,0,-0.03500000,0.01100000,-0.01100000,0,42.12900000,0.93200000,-0.93200000,0,0.78340000,0.10720000,-0.10720000,0,0.95300000,0.01300000,-0.01300000,0,1.34800000,0.09000000,-0.09000000,0,-5.82100000,0.03300000,-0.03300000,0,18.43000000,0.02000000,-0.02000000,0,,,,,0.80000000,0.13000000,-0.13000000,0,6.93000000,1.15000000,-1.15000000,0,1,<a refstr=JUNG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...72J/abstract target=ref>Jung et al. 2019</a>
OGLE-2019-BLG-0362L b,17h33m51.66s,263.465250,-24d48m37.3s,-24.810361,3.26000000,0.83000000,-0.58000000,0,1036.12060682,263.79757781,-184.34047606,0,2.18000000,0.58000000,-0.72000000,0,0.42000000,0.34000000,-0.23000000,0,5830.00000000,1040.00000000,-1550.00000000,0,,,,,2458563.85900000,0.02160000,-0.02160000,0,0.09820000,0.00470000,-0.00470000,0,22.21580000,0.72490000,-0.72490000,0,3.40000000,0.40000000,-0.40000000,0,0.89800000,0.02080000,-0.02080000,0,74.28200000,15.28900000,-15.28900000,0,1.23030000,0.01070000,-0.01070000,0,,,,,,,,,0.41600000,0.08200000,-0.08200000,0,6.86000000,1.32000000,-1.32000000,0,1,<a refstr=CHUNG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220804230C/abstract target=ref>Chung et al. 2022</a>
OGLE-2017-BLG-1691L b,17h34m22.52s,263.593833,-29d17m05.39s,-29.284831,0.04600000,0.03700000,-0.02500000,0,14.62010672,11.75965106,-7.94571018,0,2.41000000,0.34000000,-0.44000000,0,0.45000000,0.36000000,-0.25000000,0,7290.00000000,1010.00000000,-1330.00000000,0,,,,,2458002.54000000,0.01000000,-0.01000000,0,0.04830000,0.00270000,-0.00270000,0,19.42000000,0.83000000,-0.83000000,0,3.40000000,0.47000000,-0.47000000,0,1.05800000,0.01100000,-0.01100000,0,0.70800000,0.23000000,-0.23000000,0,3.87300000,0.01200000,-0.01200000,0,,,,,,,,,0.30000000,0.05000000,-0.05000000,0,5.68000000,1.01000000,-1.01000000,0,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>
KMT-2021-BLG-0171L b,17h56m58.0s,269.241667,-30d05m35s,-30.093056,0.03523914,0.01730494,-0.01415858,0,11.20000000,5.50000000,-4.50000000,0,3.50000000,1.30000000,-1.00000000,0,0.78000000,0.29000000,-0.26000000,0,4600.00000000,1600.00000000,-1100.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.80000000,0.90000000,-0.80000000,0,1,<a refstr=YANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1872Y/abstract target=ref>Yang et al. 2022</a>
OGLE-2012-BLG-0838L b,18h12m00.74s,273.003083,-25d42m41.80s,-25.711611,0.16700000,0.12100000,-0.83000000,0,53.10000000,38.50000000,-260.00000000,0,4.43000000,0.71000000,-0.81000000,0,0.40000000,0.29000000,-0.20000000,0,6320.00000000,830.00000000,-1040.00000000,0,8170.00000000,910.00000000,-910.00000000,0,2456145.90900000,0.03400000,-0.03400000,0,0.37300000,0.01100000,-0.01100000,0,40.44000000,0.84000000,-0.84000000,0,5.95000000,0.34000000,-0.34000000,0,2.15300000,0.02900000,-0.02900000,0,3.95000000,0.33000000,-0.33000000,0,0.22100000,0.00190000,-0.00190000,0,17.75400000,0.04300000,-0.04300000,0,19.87000000,0.30000000,-0.30000000,0,0.32500000,0.02900000,-0.02900000,0,2.96000000,0.27000000,-0.27000000,0,1,<a refstr=POLESKI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..261P/abstract target=ref>Poleski et al. 2020</a>
KMT-2020-BLG-0414L b,18h07m39.60s,271.915000,-28d29m06.8s,-28.485222,0.00302050,0.00047195,-0.00040903,0,0.96000000,0.15000000,-0.13000000,0,1.26000000,0.19000000,-0.14000000,0,0.25900000,0.04100000,-0.03400000,0,800.00000000,120.00000000,-100.00000000,0,,,,,2459041.03620000,0.00120000,-0.00120000,0,-0.00068800,0.00001100,-0.00001100,0,94.40000000,1.10000000,-1.10000000,0,0.57800000,0.01600000,-0.01600000,0,0.99896000,0.00035000,-0.00035000,0,0.11300000,0.00600000,-0.00600000,0,-0.02690000,0.00050000,-0.00050000,0,19.12100000,0.01300000,-0.01300000,0,,,,,1.58600000,0.07400000,-0.07400000,0,,,,,1,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021RAA....21..239Z/abstract target=ref>Zang et al. 2021</a>
MOA-2011-BLG-291L b,17h55m28.29s,268.867889,-29d10m14.4s,-29.170666,0.05700000,0.11000000,-0.03800000,0,18.00000000,34.00000000,-12.00000000,0,0.69000000,0.24000000,-0.24000000,0,0.15000000,0.27000000,-0.10000000,0,4400.00000000,1400.00000000,-1400.00000000,0,4900.00000000,1300.00000000,-1300.00000000,0,2455747.96300000,0.00300000,-0.00300000,0,-0.00729000,0.00027000,-0.00027000,0,23.50000000,0.70000000,-0.70000000,0,,,,,1.19700000,0.02500000,-0.02500000,0,3.80000000,0.70000000,-0.70000000,0,3.07200000,0.01000000,-0.01000000,0,20.74700000,0.03500000,-0.03500000,0,,,,,0.12900000,0.01200000,-0.01200000,0,2.01000000,0.18000000,-0.18000000,0,1,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..113B/abstract target=ref>Bennett et al. 2018</a>
KMT-2016-BLG-2364L b,17h42m51.76s,265.715667,-27d26m08.02s,-27.435561,3.93000000,3.16000000,-2.17000000,0,1250.00000000,1000.00000000,-690.00000000,0,2.63000000,0.46000000,-0.65000000,0,0.50000000,0.40000000,-0.27000000,0,6440.00000000,1130.00000000,-1600.00000000,0,,,,,2457600.80300000,0.02200000,-0.02200000,0,0.02800000,0.00200000,-0.00200000,0,20.33000000,0.96000000,-0.96000000,0,0.00300000,,,1,1.16900000,0.00800000,-0.00800000,0,75.60000000,7.20000000,-7.20000000,0,3.02600000,0.01000000,-0.01000000,0,21.88000000,0.05000000,-0.05000000,0,,,,,0.18000000,,,-1,3.23000000,,,-1,1,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.110H/abstract target=ref>Han et al. 2020</a>
KMT-2017-BLG-1146L b,17h56m25.40s,269.105833,-33d08m32.89s,-33.142469,0.71000000,0.80000000,-0.42000000,0,230.00000000,250.00000000,-130.00000000,0,1.60000000,0.60000000,-0.60000000,0,0.33000000,0.36000000,-0.20000000,0,6500.00000000,1400.00000000,-2000.00000000,0,,,,,2457924.89000000,0.03500000,-0.13200000,0,0.28700000,0.03200000,-0.01700000,0,25.44300000,1.20000000,-1.80000000,0,10.00000000,,,1,0.73400000,0.01000000,-0.01700000,0,20.00000000,6.00000000,-1.00000000,0,5.64900000,0.00500000,-0.03600000,0,,,,,,,,,,,,,5.10000000,2.40000000,-1.90000000,0,1,<a refstr=SHIN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..146S/abstract target=ref>Shin et al. 2019</a>
KMT-2021-BLG-0320L b,17h57m33.15s,269.388125,-30d30m14.18s,-30.503939,0.10000000,0.13000000,-0.07000000,0,31.78284070,41.31769291,-22.24798849,0,1.54000000,0.24000000,-0.30000000,0,0.32000000,0.39000000,-0.21000000,0,6950.00000000,1007.00000000,-1330.00000000,0,,,,,2459315.61500000,0.00100000,-0.00100000,0,0.00586000,0.00021000,-0.00021000,0,13.12000000,0.39000000,-0.39000000,0,,,,,0.77100000,0.01400000,-0.01400000,0,3.02000000,0.42000000,-0.42000000,0,0.60400000,0.01400000,-0.01400000,0,,,,,,,,,,,,,,,,,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>
OGLE-2023-BLG-0836L b,17h48m44.85s,267.186875,-23d44m29.47s,-23.741519,4.36000000,2.35000000,-2.18000000,0,1385.73185452,746.89675645,-692.86592726,0,3.70000000,0.98000000,-1.16000000,0,0.71000000,0.38000000,-0.36000000,0,5120.00000000,1360.00000000,-1610.00000000,0,,,,,2460115.04000000,0.20000000,-0.20000000,0,0.18860000,0.00570000,-0.00570000,0,60.85000000,1.60000000,-1.60000000,0,0.60000000,0.19000000,-0.19000000,0,1.11360000,0.00660000,-0.00660000,0,58.60000000,4.80000000,-4.80000000,0,-0.46700000,0.01600000,-0.01600000,0,20.97800000,0.01000000,-0.01000000,0,,,,,0.97000000,0.31000000,-0.31000000,0,5.80000000,1.86000000,-1.86000000,0,1,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..16H/abstract target=ref>Han et al. 2024</a>
OGLE-2019-BLG-0468L c,17h45m37.44s,266.406000,-24d26m50.2s,-24.447278,10.22000000,5.46000000,-3.50000000,0,3248.20631954,1735.34310222,-1112.39942450,0,2.77000000,3.49000000,-2.12000000,0,0.92000000,0.49000000,-0.32000000,0,4400.00000000,1150.00000000,-1020.00000000,0,,,,,2458594.42200000,0.02000000,-0.02000000,0,0.01198000,0.00045000,-0.00045000,0,75.24000000,2.02000000,-2.02000000,0,0.52000000,0.03000000,-0.03000000,0,0.71700000,0.00700000,-0.00700000,0,105.60000000,4.80000000,-4.80000000,0,2.63300000,0.01000000,-0.01000000,0,22.01800000,0.00400000,-0.00400000,0,,,,,0.91000000,0.13000000,-0.13000000,0,4.41000000,0.63000000,-0.63000000,0,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A..93H/abstract target=ref>Han et al. 2022</a>
